donor,recipient,amount,latitude_donor,longitude_donor,latitude_recipient,longitude_recipient
Australia,Guyana,1488134,-25.274398,133.775136,4.860416000000001,-58.93018000000001
Belgium,Guyana,432518,50.503887,4.469936,4.860416000000001,-58.93018000000001
Brazil,Guyana,339112,-14.235004,-51.92528,4.860416000000001,-58.93018000000001
Canada,Guyana,18013733,56.130366,-106.34677099999999,4.860416000000001,-58.93018000000001
Colombia,Guyana,6173,4.570868,-74.297333,4.860416000000001,-58.93018000000001
Cyprus,Guyana,24889,35.126413,33.429859,4.860416000000001,-58.93018000000001
Finland,Guyana,872086,61.92411,25.748151,4.860416000000001,-58.93018000000001
France,Guyana,1113595,46.227638,2.213749,4.860416000000001,-58.93018000000001
Germany,Guyana,13730415,51.165690999999995,10.451526,4.860416000000001,-58.93018000000001
Greece,Guyana,44602,39.074208,21.824312,4.860416000000001,-58.93018000000001
Japan,Guyana,32525165,36.204824,138.252924,4.860416000000001,-58.93018000000001
Luxembourg,Guyana,126538,49.815273,6.129583,4.860416000000001,-58.93018000000001
New Zealand,Guyana,269753,-40.900557,174.88597099999998,4.860416000000001,-58.93018000000001
Norway,Guyana,286457002,60.472024,8.468946,4.860416000000001,-58.93018000000001
Slovenia,Guyana,12890,46.151241,14.995463,4.860416000000001,-58.93018000000001
Spain,Guyana,2138370,40.463667,-3.7492199999999998,4.860416000000001,-58.93018000000001
United Kingdom,Guyana,10187580,55.378051,-3.435973,4.860416000000001,-58.93018000000001
United States,Guyana,145072399,37.09024,-95.712891,4.860416000000001,-58.93018000000001
Australia,Haiti,21785462,-25.274398,133.775136,18.971187,-72.28521500000001
Austria,Haiti,11668576,47.516231,14.550072,18.971187,-72.28521500000001
Belgium,Haiti,71537294,50.503887,4.469936,18.971187,-72.28521500000001
Brazil,Haiti,16966241,-14.235004,-51.92528,18.971187,-72.28521500000001
Canada,Haiti,1425867378,56.130366,-106.34677099999999,18.971187,-72.28521500000001
Chile,Haiti,1433669,-35.675146999999996,-71.542969,18.971187,-72.28521500000001
Colombia,Haiti,9587788,4.570868,-74.297333,18.971187,-72.28521500000001
Czech Republic,Haiti,520844,49.817492,15.472961999999999,18.971187,-72.28521500000001
Denmark,Haiti,26465799,56.26392,9.501785,18.971187,-72.28521500000001
Estonia,Haiti,559527,58.595271999999994,25.013607,18.971187,-72.28521500000001
Finland,Haiti,37822486,61.92411,25.748151,18.971187,-72.28521500000001
France,Haiti,552455455,46.227638,2.213749,18.971187,-72.28521500000001
Germany,Haiti,167603552,51.165690999999995,10.451526,18.971187,-72.28521500000001
Greece,Haiti,1259870,39.074208,21.824312,18.971187,-72.28521500000001
Iceland,Haiti,166547,64.96305100000001,-19.020835,18.971187,-72.28521500000001
Ireland,Haiti,24121690,53.41291,-8.243889999999999,18.971187,-72.28521500000001
Italy,Haiti,94822103,41.87194,12.56738,18.971187,-72.28521500000001
Japan,Haiti,349084448,36.204824,138.252924,18.971187,-72.28521500000001
Liechtenstein,Haiti,187003,47.166000000000004,9.555373,18.971187,-72.28521500000001
Luxembourg,Haiti,13117951,49.815273,6.129583,18.971187,-72.28521500000001
Netherlands,Haiti,68884058,52.132633,5.291266,18.971187,-72.28521500000001
New Zealand,Haiti,1873332,-40.900557,174.88597099999998,18.971187,-72.28521500000001
Norway,Haiti,168728912,60.472024,8.468946,18.971187,-72.28521500000001
Poland,Haiti,2761,51.919438,19.145135999999997,18.971187,-72.28521500000001
Portugal,Haiti,1049510,39.399871999999995,-8.224454,18.971187,-72.28521500000001
Slovenia,Haiti,378531,46.151241,14.995463,18.971187,-72.28521500000001
Spain,Haiti,546467083,40.463667,-3.7492199999999998,18.971187,-72.28521500000001
Sweden,Haiti,86340154,60.128161,18.643501,18.971187,-72.28521500000001
Switzerland,Haiti,115034935,46.818188,8.227511999999999,18.971187,-72.28521500000001
Taiwan,Haiti,9571493,23.69781,120.96051499999999,18.971187,-72.28521500000001
Thailand,Haiti,276397,15.870032,100.992541,18.971187,-72.28521500000001
United Arab Emirates,Haiti,4948657,23.424076,53.847818000000004,18.971187,-72.28521500000001
United Kingdom,Haiti,88191526,55.378051,-3.435973,18.971187,-72.28521500000001
United States,Haiti,4573637619,37.09024,-95.712891,18.971187,-72.28521500000001
Australia,Honduras,3669453,-25.274398,133.775136,15.199998999999998,-86.241905
Austria,Honduras,22886905,47.516231,14.550072,15.199998999999998,-86.241905
Belgium,Honduras,28691797,50.503887,4.469936,15.199998999999998,-86.241905
Brazil,Honduras,512584,-14.235004,-51.92528,15.199998999999998,-86.241905
Canada,Honduras,221269968,56.130366,-106.34677099999999,15.199998999999998,-86.241905
Chile,Honduras,43356,-35.675146999999996,-71.542969,15.199998999999998,-86.241905
Colombia,Honduras,54841,4.570868,-74.297333,15.199998999999998,-86.241905
Czech Republic,Honduras,155645,49.817492,15.472961999999999,15.199998999999998,-86.241905
Denmark,Honduras,8583482,56.26392,9.501785,15.199998999999998,-86.241905
Finland,Honduras,40273924,61.92411,25.748151,15.199998999999998,-86.241905
France,Honduras,16707953,46.227638,2.213749,15.199998999999998,-86.241905
Germany,Honduras,177169845,51.165690999999995,10.451526,15.199998999999998,-86.241905
Greece,Honduras,78368,39.074208,21.824312,15.199998999999998,-86.241905
India,Honduras,77859,20.593684,78.96288,15.199998999999998,-86.241905
Ireland,Honduras,20555490,53.41291,-8.243889999999999,15.199998999999998,-86.241905
Italy,Honduras,40921348,41.87194,12.56738,15.199998999999998,-86.241905
Japan,Honduras,189789902,36.204824,138.252924,15.199998999999998,-86.241905
Kuwait,Honduras,19438237,29.311659999999996,47.481766,15.199998999999998,-86.241905
Luxembourg,Honduras,1084896,49.815273,6.129583,15.199998999999998,-86.241905
Netherlands,Honduras,2441934,52.132633,5.291266,15.199998999999998,-86.241905
New Zealand,Honduras,829811,-40.900557,174.88597099999998,15.199998999999998,-86.241905
Norway,Honduras,19848219,60.472024,8.468946,15.199998999999998,-86.241905
Portugal,Honduras,71043,39.399871999999995,-8.224454,15.199998999999998,-86.241905
Spain,Honduras,438551476,40.463667,-3.7492199999999998,15.199998999999998,-86.241905
Sweden,Honduras,46583908,60.128161,18.643501,15.199998999999998,-86.241905
Switzerland,Honduras,89848641,46.818188,8.227511999999999,15.199998999999998,-86.241905
Taiwan,Honduras,12684587,23.69781,120.96051499999999,15.199998999999998,-86.241905
United Arab Emirates,Honduras,78852,23.424076,53.847818000000004,15.199998999999998,-86.241905
United Kingdom,Honduras,38333281,55.378051,-3.435973,15.199998999999998,-86.241905
United States,Honduras,631347852,37.09024,-95.712891,15.199998999999998,-86.241905
Australia,India,135986657,-25.274398,133.775136,20.593684,78.96288
Austria,India,16897221,47.516231,14.550072,20.593684,78.96288
Belgium,India,102749844,50.503887,4.469936,20.593684,78.96288
Canada,India,69252764,56.130366,-106.34677099999999,20.593684,78.96288
Czech Republic,India,737696,49.817492,15.472961999999999,20.593684,78.96288
Denmark,India,50740090,56.26392,9.501785,20.593684,78.96288
Finland,India,92775621,61.92411,25.748151,20.593684,78.96288
France,India,634122805,46.227638,2.213749,20.593684,78.96288
Germany,India,5037131620,51.165690999999995,10.451526,20.593684,78.96288
Greece,India,1014556,39.074208,21.824312,20.593684,78.96288
Iceland,India,20458,64.96305100000001,-19.020835,20.593684,78.96288
Ireland,India,33590812,53.41291,-8.243889999999999,20.593684,78.96288
Italy,India,71849011,41.87194,12.56738,20.593684,78.96288
Japan,India,19106029586,36.204824,138.252924,20.593684,78.96288
Luxembourg,India,23255382,49.815273,6.129583,20.593684,78.96288
Netherlands,India,20237268,52.132633,5.291266,20.593684,78.96288
New Zealand,India,9100144,-40.900557,174.88597099999998,20.593684,78.96288
Norway,India,270478696,60.472024,8.468946,20.593684,78.96288
Poland,India,130823,51.919438,19.145135999999997,20.593684,78.96288
Portugal,India,3068408,39.399871999999995,-8.224454,20.593684,78.96288
Slovenia,India,15983,46.151241,14.995463,20.593684,78.96288
Spain,India,73120275,40.463667,-3.7492199999999998,20.593684,78.96288
Sweden,India,83908612,60.128161,18.643501,20.593684,78.96288
Switzerland,India,99930172,46.818188,8.227511999999999,20.593684,78.96288
United Arab Emirates,India,577823,23.424076,53.847818000000004,20.593684,78.96288
United Kingdom,India,3608391071,55.378051,-3.435973,20.593684,78.96288
United States,India,958973253,37.09024,-95.712891,20.593684,78.96288
Australia,Indonesia,4187685888,-25.274398,133.775136,-0.789275,113.921327
Austria,Indonesia,16863575,47.516231,14.550072,-0.789275,113.921327
Belgium,Indonesia,25244594,50.503887,4.469936,-0.789275,113.921327
Canada,Indonesia,232634905,56.130366,-106.34677099999999,-0.789275,113.921327
Cyprus,Indonesia,287228,35.126413,33.429859,-0.789275,113.921327
Czech Republic,Indonesia,733848,49.817492,15.472961999999999,-0.789275,113.921327
Denmark,Indonesia,196521836,56.26392,9.501785,-0.789275,113.921327
